OBJECTID,shortName,cableSystem,owner,status,region
1676,,,,,West Coast
1677,,,,,West Coast
1678,,,,,West Coast
1679,,,,,West Coast
1680,,,,,West Coast
1681,,,,,West Coast
1682,,,,Abandoned,West Coast
1683,,,,,West Coast
1684,,,,,West Coast
1685,,,,,West Coast
1686,,,,,West Coast
1687,,,,,West Coast
1688,,,,,West Coast
1689,,,,,East Coast
1690,,,,,East Coast
1691,,,,,East Coast
1692,,,,,East Coast
1693,,,,,East Coast
1694,,,,,East Coast
1695,,,,,East Coast
1696,,,,,East Coast
1697,,,,,East Coast
1698,,,,,East Coast
1699,,,,,East Coast
1700,,,,,East Coast
1701,,,,,East Coast
1702,,,,,East Coast
1703,,,,,East Coast
1704,,,,,East Coast
1705,,,,,East Coast
1706,,,,,East Coast
1707,,,,,East Coast
1708,,,,,East Coast
1709,,,,,East Coast
1710,,,,,East Coast
1711,,,,,East Coast
1712,,,,,West Coast
1713,,,,,West Coast
1714,,,,,West Coast
1715,,,,,West Coast
1716,,,,,West Coast
1717,,,,,East Coast
1718,,,,,East Coast
1719,,,,,East Coast
1720,,,,,East Coast
1721,,,,,East Coast
1722,,,,,East Coast
1723,,,,,East Coast
1724,,,,,East Coast
1725,,,,,East Coast
1726,,,,,East Coast
1727,,,,,East Coast
1728,,,,,East Coast
1729,,,,,East Coast
1730,,,,,East Coast
1731,,,,,East Coast
1732,,,,,East Coast
1733,,,,,East Coast
1734,,,,,East Coast
1735,,,,,East Coast
1736,,,,,East Coast
1737,,,,,East Coast
1738,,,,,East Coast
1739,,,,,East Coast
1740,,,,,East Coast
1741,,,,,East Coast
1742,,,,,East Coast
1743,,,,,East Coast
1744,,,,,East Coast
1745,,,,,East Coast
1746,,,,,East Coast
1747,,,,,East Coast
1748,,,,,East Coast
1749,,,,,East Coast
1750,,,,,East Coast
1751,,,,,East Coast
1752,,,,,East Coast
1753,,,,,East Coast
1754,,,,,East Coast
1755,,,,,East Coast
1756,,,,,East Coast
1757,,,,,East Coast
1758,,,,,Gulf of America
1759,,,,,Gulf of America
1760,,,,,Gulf of America
1761,,,,,Gulf of America
1762,,,,,Gulf of America
1763,,,,,East Coast
1764,,,,,East Coast
1765,,,,,East Coast
1766,,,,,East Coast
1767,,,,,East Coast
1768,,,,,East Coast
1769,,,,,East Coast
1770,,,,,East Coast
1771,,,,,East Coast
1772,,,,,East Coast
1773,,,,,East Coast
1774,,,,,East Coast
1775,,,,,East Coast
1776,,,,,East Coast
1777,,,,,East Coast
1778,35 kV,,,In Service,East Coast
1779,,,,,East Coast
1780,,,,,East Coast
1781,,,,,East Coast
1782,,,,,East Coast
1783,,,,,Gulf of America
1784,,,,,Gulf of America
1785,,,,,Gulf of America
1786,,,,,Gulf of America
1787,,,,,Gulf of America
1788,,,,,Gulf of America
1789,,Power Transmission Cable,,,East Coast
1790,,,,,East Coast
1791,,,,,East Coast
1792,,,,,East Coast
1793,,,,,East Coast
1794,,,,,East Coast
1795,,,,,East Coast
1796,,,,,East Coast
1797,,,,,East Coast
1798,,,,,East Coast
1799,,,,,East Coast
1800,,,,,East Coast
1801,,,,,East Coast
1802,,,,,East Coast
1803,,,,,East Coast
1804,,,,,East Coast
1805,,,,,East Coast
1806,,,,,East Coast
1807,,,,,East Coast
1808,,,,,East Coast
1809,,,,,East Coast
1810,,,,,East Coast
1811,,,,,East Coast
1812,,,,,Gulf of America
1813,,,,,Gulf of America
1814,,,,,Gulf of America
1815,,,,,Gulf of America
1816,,,,,Gulf of America
1817,,,,,Gulf of America
1818,,,,,Gulf of America
1819,,,,,Gulf of America
1820,,,,,Gulf of America
1821,,,,,Gulf of America
1822,,,,,Gulf of America
1823,,,,,East Coast
1824,,,,,East Coast
1825,,,,,West Coast
1826,,,,,West Coast
1827,,,,,West Coast
1828,,,,,West Coast
1829,,,,,West Coast
1830,,,,,West Coast
1831,,,,,West Coast
1832,,,,,West Coast
1833,,,,,West Coast
1834,,,,,East Coast
1835,,,,,East Coast
1836,,,,,East Coast
1837,,,,,East Coast
1838,,,,,East Coast
1839,,,,,East Coast
1840,,,,,East Coast
1841,,,,,East Coast
1842,,,,,East Coast
1843,,,,,East Coast
1844,,,,,East Coast
1845,,,,,East Coast
1846,,,,,East Coast
1847,,,,,East Coast
1848,,,,,East Coast
1849,,,,,East Coast
1850,,,,,East Coast
1851,,,,,East Coast
1852,,,,,East Coast
1853,,,,,Caribbean
1854,,,,,Caribbean
1855,,,,,Caribbean
1856,,,,,Gulf of America
1857,,,,,Gulf of America
1858,,,,,Gulf of America
1859,,,,,Gulf of America
1860,,,,,Gulf of America
1861,,,,,West Coast
1862,,,,,West Coast
1863,,,,,West Coast
1864,,,,,West Coast
1865,,,,,West Coast
1866,,,,,West Coast
1867,,,,,East Coast
1868,,,,,Great Lakes
1869,,,,,Great Lakes
1870,,,,,Great Lakes
1871,,,,,Great Lakes
1872,,,,,Great Lakes
1873,,,,,Caribbean
1874,,,,,Caribbean
1875,,,,,Caribbean
1876,,,,,Caribbean
1877,,,,,Caribbean
1878,,,,,Caribbean
1879,,,,,Caribbean
1880,,,,,Caribbean
1881,,,,,Gulf of America
1882,,,,,Gulf of America
1883,,,,,Gulf of America
1884,,,,,West Coast
1885,,,,,West Coast
1886,,,,,West Coast
1887,,,,,West Coast
1888,,,,,West Coast
1889,,,,,West Coast
1890,,,,,West Coast
1891,,,,,West Coast
1892,,,,,Great Lakes
1893,,,,,Great Lakes
1894,,,,,West Coast
1895,,,,,West Coast
1896,,,,,West Coast
1897,,,,,Caribbean
1898,,,,,Caribbean
1899,,,,,Gulf of America
1900,,,,,Gulf of America
1901,,,,,Gulf of America
1902,,,,,Gulf of America
1903,,,,,Gulf of America
1904,,,,,Gulf of America
1905,,,,,West Coast
1906,,,,,West Coast
1907,,,,,West Coast
1908,,,,,West Coast
1909,,,,,West Coast
1910,,,,Abandoned,West Coast
1911,,,,,West Coast
1912,,,,,West Coast
1913,,,,,West Coast
1914,,,,,West Coast
1915,,,,,West Coast
1916,,,,,East Coast
1917,,,,,East Coast
1918,,,,,East Coast
1919,,,,,East Coast
1920,,,,,East Coast
1921,,,,,East Coast
1922,,,,,East Coast
1923,,,,,East Coast
1924,,,,,East Coast
1925,,,,,Gulf of America
1926,,,,,Gulf of America
1927,,,,,Gulf of America
1928,,,,,Gulf of America
1929,,,,,Gulf of America
1930,,,,,Gulf of America
1931,,,,,Gulf of America
1932,,,,,West Coast
1933,,,,,West Coast
1934,,,,,West Coast
1935,,,,,West Coast
1936,,,,,West Coast
1937,,,,,West Coast
1938,,,,,West Coast
1939,,,,,West Coast
1940,,,,,West Coast
1941,,,,,West Coast
1942,,,,,West Coast
1943,,,,,West Coast
1944,,,,,East Coast
1945,,,,Abandoned,East Coast
1946,,,,,East Coast
1947,,,,,East Coast
1948,,,,,East Coast
1949,,,,,East Coast
1950,,,,,East Coast
1951,,,,,East Coast
1952,,,,,East Coast
1953,,,,,East Coast
1954,,,,,East Coast
1955,,,,,East Coast
1956,,,,,East Coast
1957,,,,,East Coast
1958,,,,,East Coast
1959,,,,,East Coast
1960,,,,,East Coast
1961,,,,,East Coast
1962,,,,,East Coast
1963,,,,,East Coast
1964,,,,,East Coast
1965,,,,,East Coast
1966,,,,,East Coast
1967,,,,,East Coast
1968,,,,,East Coast
1969,,,,,East Coast
1970,,,,,East Coast
1971,,,,,East Coast
1972,,,,,East Coast
1973,,,,,East Coast
1974,,,,,East Coast
1975,,,,,East Coast
1976,,,,,East Coast
1977,,,,,East Coast
1978,,,,,East Coast
1979,,,,,East Coast
1980,,,,,East Coast
1981,,,,,East Coast
1982,Y-49,Long Island Sound Cable,New York Power Authority,In Service,East Coast
1983,,,,,East Coast
1984,,,,,East Coast
1985,,,,,East Coast
1986,,,,,East Coast
1987,,,,,East Coast
1988,,,,,East Coast
1989,,,,,East Coast
1990,,,,,East Coast
1991,,,,,East Coast
1992,,,,,East Coast
1993,,,,,East Coast
1994,,,,,East Coast
1995,,,,,East Coast
1996,,,,,East Coast
1997,,,,,East Coast
1998,,,,,East Coast
1999,,,,,East Coast
2000,,,,,East Coast
2001,,,,,East Coast
2002,,,,,East Coast
2003,,,,,East Coast
2004,,,,,East Coast
2005,,,,,East Coast
2006,,,,,East Coast
2007,,,,,East Coast
2008,,,,,East Coast
2009,,,,,East Coast
2010,,,,,East Coast
2011,,,,,East Coast
2012,,,,,East Coast
2013,,,,,East Coast
2014,,,,,East Coast
2015,,,,,East Coast
2016,,,,,East Coast
2017,,,,,East Coast
2018,,,,,East Coast
2019,,,,,East Coast
2020,,,,,East Coast
2021,,,,,East Coast
2022,,,,,East Coast
2023,,,,,East Coast
2024,,,,,East Coast
2025,,,,Abandoned,East Coast
2026,,,,,East Coast
2027,,,,,East Coast
2028,,,,,East Coast
2029,,,,,East Coast
2030,,,,,East Coast
2031,,,,,East Coast
2032,,,,,East Coast
2033,,,,,East Coast
2034,,,,,East Coast
2035,,,,,East Coast
2036,,,,,East Coast
2037,,,,,East Coast
2038,,,,,East Coast
2039,,,,,East Coast
2040,,,,,East Coast
2041,,,,,East Coast
2042,,,,,East Coast
2043,,,,,East Coast
2044,,,,,East Coast
2045,,,,,East Coast
2046,,,,,East Coast
2047,,,,,East Coast
2048,,,,,East Coast
2049,,,,,East Coast
2050,,,,,East Coast
2051,,,,,East Coast
2052,,,,,East Coast
2053,,,,,East Coast
2054,,,,,East Coast
2055,,,,,East Coast
2056,,,,,East Coast
2057,,,,,East Coast
2058,,,,,East Coast
2059,,,,,East Coast
2060,,,,,East Coast
2061,,,,,East Coast
2062,,,,,East Coast
2063,,,,,East Coast
2064,,,,,East Coast
2065,,,,,East Coast
2066,,,,,East Coast
2067,,,,,East Coast
2068,,,,,East Coast
2069,,,,,East Coast
2070,,,,,East Coast
2071,,,,,East Coast
2072,,,,,East Coast
2073,,,,,East Coast
2074,,,,,East Coast
2075,,,,,East Coast
2076,,,,,East Coast
2077,,,,,East Coast
2078,,,,,East Coast
2079,,,,,East Coast
2080,,,,,East Coast
2081,,,,,East Coast
2082,,,,,East Coast
2083,,,,,East Coast
2084,,,,,East Coast
2085,,,,,East Coast
2086,,,,,East Coast
2087,,,,,East Coast
2088,,,,,East Coast
2089,,,,,East Coast
2090,,,,,East Coast
2091,,,,,East Coast
2092,,,,,East Coast
2093,,,,,East Coast
2094,,,,,East Coast
2095,,,,,East Coast
2096,,,,,East Coast
2097,,,,,East Coast
2098,,,,,East Coast
2099,,,,,East Coast
2100,,,,,East Coast
2101,,,,,East Coast
2102,,,,,East Coast
2103,,,,,East Coast
2104,,,,,East Coast
2105,,,,,East Coast
2106,,,,,East Coast
2107,,,,,East Coast
2108,,,,,East Coast
2109,,,,,East Coast
2110,,,,,East Coast
2111,,,,,East Coast
2112,,,,,East Coast
2113,,,,,East Coast
2114,,,,,East Coast
2115,,,,,Great Lakes
2116,,,,,East Coast
2117,,,,,East Coast
2118,,,,,East Coast
2119,,,,,East Coast
2120,,,,,East Coast
2121,,,,,East Coast
2122,,,,,East Coast
2123,,,,Abandoned,East Coast
2124,,,,,East Coast
2125,,,,,East Coast
2126,,,,,East Coast
2127,,,,,East Coast
2128,,,,,East Coast
2129,,,,,East Coast
2130,,,,,East Coast
2131,,,,,East Coast
2132,,,,,East Coast
2133,,,,,East Coast
2134,,,,,East Coast
2135,,,,,East Coast
2136,,,,,East Coast
2137,,,,,East Coast
2138,,,,,East Coast
2139,,,,,East Coast
2140,,,,Abandoned,East Coast
2141,,,,,East Coast
2142,,,,,East Coast
2143,,,,,Great Lakes
2144,,,,,Great Lakes
2145,,,,,Great Lakes
2146,,,,,East Coast
2147,,,,,East Coast
2148,,,,,East Coast
2149,,,,,East Coast
2150,,,,,East Coast
2151,,,,,East Coast
2152,,,,,East Coast
2153,,,,,East Coast
2154,,,,,East Coast
2155,,,,,East Coast
2156,,,,,East Coast
2157,,,,,East Coast
2158,,,,,East Coast
2159,,,,,East Coast
2160,,,,,East Coast
2161,,,,,East Coast
2162,,,,,East Coast
2163,,,,,East Coast
2164,,,,,East Coast
2165,,,,,East Coast
2166,,,,,East Coast
2167,,,,,East Coast
2168,,,,,East Coast
2169,,,,,East Coast
2170,,,,,Great Lakes
2171,,,,,Great Lakes
2172,,,,,Great Lakes
2173,,,,,Great Lakes
2174,,,,,Great Lakes
2175,,,,,Great Lakes
2176,,,,,Great Lakes
2177,,,,,Great Lakes
2178,,,,,Great Lakes
2179,,,,,Great Lakes
2180,,,,,Great Lakes
2181,,,,,East Coast
2182,,,,,East Coast
2183,,,,,East Coast
2184,,,,,East Coast
2185,,,,,East Coast
2186,,,,,East Coast
2187,,,,,East Coast
2188,,,,,East Coast
2189,,,,,East Coast
2190,,,,,East Coast
2191,,,,,East Coast
2192,,,,,East Coast
2193,,,,,East Coast
2194,,,,,East Coast
2195,,,,,East Coast
2196,,,,,East Coast
2197,,,,,East Coast
2198,,,,,East Coast
2199,,,,,East Coast
2200,,,,,East Coast
2201,,,,,East Coast
2202,,,,,East Coast
2203,,,,,East Coast
2204,,,,,East Coast
2205,,,,,East Coast
2206,,,,,East Coast
2207,,,,,East Coast
2208,,,,,Great Lakes
2209,,,,,Great Lakes
2210,,,,,Great Lakes
2211,,,,,Great Lakes
2212,,,,,East Coast
2213,,,,,East Coast
2214,,,,,East Coast
2215,,,,,East Coast
2216,,,,,East Coast
2217,,,,,East Coast
2218,,,,,East Coast
2219,,,,,East Coast
2220,,,,,East Coast
2221,,,,,East Coast
2222,,,,,East Coast
2223,,,,,East Coast
2224,,,,,East Coast
2225,,,,,East Coast
2226,,,,,East Coast
2227,,,,,East Coast
2228,,,,,East Coast
2229,,,,,East Coast
2230,,,,,East Coast
2231,,,,,East Coast
2232,,,,,East Coast
2233,,,,,East Coast
2234,,,,,Great Lakes
2235,,,,,Great Lakes
2236,,,,,Great Lakes
2237,,,,,Great Lakes
2238,,,,,Great Lakes
2239,,Telephone Cable,,,Great Lakes
2240,,,,,Great Lakes
2241,,,,,Great Lakes
2242,,,,,East Coast
2243,,,,,East Coast
2244,,,,,East Coast
2245,,,,,East Coast
2246,,,,,East Coast
2247,,,,,East Coast
2248,,,,,East Coast
2249,,,,,East Coast
2250,,,,,East Coast
2251,,,,,East Coast
2252,,,,,East Coast
2253,,,,,East Coast
2254,,,,,East Coast
2255,,,,,East Coast
2256,,,,,East Coast
2257,,,,,East Coast
2258,,,,,East Coast
2259,,,,,East Coast
2260,,,,,East Coast
2261,,,,,East Coast
2262,,,,,East Coast
2263,,,,,East Coast
2264,,,,,East Coast
2265,,,,,East Coast
2266,,,,,East Coast
2267,,,,,East Coast
2268,,,,,Great Lakes
2269,,,,,Great Lakes
2270,,,,,Great Lakes
2271,,,,,Great Lakes
2272,,,,,Great Lakes
2273,,,,,Great Lakes
2274,,,,,Great Lakes
2275,,,,,East Coast
2276,,,,,East Coast
2277,,,,,East Coast
2278,,,,,East Coast
2279,,,,,East Coast
2280,,,,,East Coast
2281,,,,,East Coast
2282,,,,,East Coast
2283,,,,,East Coast
2284,,,,,East Coast
2285,,,,,East Coast
2286,,,,,East Coast
2287,,,,,East Coast
2288,,,,,East Coast
2289,,,,,East Coast
2290,,,,,East Coast
2291,,,,,East Coast
2292,,,,,East Coast
2293,,,,,East Coast
2294,,,,,East Coast
2295,,,,,East Coast
2296,,,,,East Coast
2297,,,,,East Coast
2298,,,,,East Coast
2299,,,,,East Coast
2300,,,,,East Coast
2301,,,,,East Coast
2302,,,,,East Coast
2303,,,,,East Coast
2304,,,,,East Coast
2305,,,,,East Coast
2306,,,,,East Coast
2307,,,,,Great Lakes
2308,,,,,Gulf of America
2309,,,,,Gulf of America
2310,,,,,Gulf of America
2311,,,,,Gulf of America
2312,,,,,Gulf of America
2313,,,,,Gulf of America
2314,,,,,East Coast
2315,,,,,East Coast
2316,,,,,East Coast
2317,,,,,East Coast
2318,,,,,East Coast
2319,,,,,East Coast
2320,,,,,East Coast
2321,,,,,East Coast
2322,,,,,East Coast
2323,,,,,East Coast
2324,,,,,East Coast
2325,,,,,East Coast
2326,,,,,East Coast
2327,,,,,East Coast
2328,,,,,East Coast
2329,,,,,East Coast
2330,,,,,East Coast
2331,,,,,East Coast
2332,,,,,East Coast
2333,,,,,East Coast
2334,,,,,East Coast
2335,,,,,East Coast
2336,,,,,East Coast
2337,,,,,East Coast
2338,,,,,East Coast
2339,,,,,Gulf of America
2340,,,,,Gulf of America
2341,,,,,East Coast
2342,,,,,East Coast
2343,,,,,East Coast
2344,,,,,East Coast
2345,,,,,East Coast
2346,,,,,East Coast
2347,,,,Abandoned,East Coast
2348,,,,,East Coast
2349,,,,Abandoned,East Coast
2350,,,,Abandoned,East Coast
2351,,,Department of Defense,Out of Service,East Coast
2352,,,,,East Coast
2353,,,,,East Coast
2354,,,,,East Coast
2355,,,,,East Coast
2356,,,,,East Coast
2357,,,,,East Coast
2358,,,,,East Coast
2359,,,,,East Coast
2360,,,,,East Coast
2361,,,,,East Coast
2362,,,,,East Coast
2363,,,,,East Coast
2364,,,,,East Coast
2365,,,,,East Coast
2366,,,,,East Coast
2367,,,,,East Coast
2368,,,,,East Coast
2369,,,,,East Coast
2370,,,,,East Coast
2371,,,,,East Coast
2372,,,,,East Coast
2373,,,,,East Coast
2374,,,,,East Coast
2375,,,,Abandoned,East Coast
2376,,,,,East Coast
2377,,,,,East Coast
2378,,,,,East Coast
2379,,,,,East Coast
2380,,,,,East Coast
2381,,,,,East Coast
2382,,,,,East Coast
2383,,,,,East Coast
2384,,,,,East Coast
2385,,,,Abandoned,East Coast
2386,,,,,East Coast
2387,,,,,East Coast
2388,,,,,East Coast
2389,,,,Abandoned,East Coast
2390,,,,Abandoned,East Coast
2391,,,,Abandoned,East Coast
2392,,,,,East Coast
2393,,,,,East Coast
2394,,,,,East Coast
2395,,,,,East Coast
2396,,,,,East Coast
2397,,,,,East Coast
2398,,,,,East Coast
2399,,,,,East Coast
2400,,,,,East Coast
2401,,,,,East Coast
2402,,,,,East Coast
2403,,,,,East Coast
2404,,,,,East Coast
2405,,,,,East Coast
2406,,,,,East Coast
2407,,,,,East Coast
2408,,,,,East Coast
2409,,,,,East Coast
2410,,,,,East Coast
2411,,,,,East Coast
2412,,,,,East Coast
2413,,,,,East Coast
2414,,,,,East Coast
2415,,,,,East Coast
2416,,,,,East Coast
2417,,,,,East Coast
2418,,,,,East Coast
2419,,,,,East Coast
2420,,,,,East Coast
2421,,,,,East Coast
2422,,,,,East Coast
2423,,,,Abandoned,East Coast
2424,,,,,East Coast
2425,,,,,East Coast
2426,,,,Abandoned,East Coast
2427,,,,Abandoned,East Coast
2428,,,,,East Coast
2429,,,,,East Coast
2430,,,,,East Coast
2431,,,,,East Coast
2432,,,,,East Coast
2433,,,,,East Coast
2434,,,,,East Coast
2435,,,,,East Coast
2436,,,,,East Coast
2437,,,,,East Coast
2438,,,,,East Coast
2439,,,,,East Coast
2440,,,,,East Coast
2441,,,,,East Coast
2442,,,,,East Coast
2443,,,,,East Coast
2444,,,,,East Coast
2445,,,,,East Coast
2446,,,,,East Coast
2447,,,,,East Coast
2448,,,,,East Coast
2449,,,,,East Coast
2450,,,,,East Coast
2451,,,,,East Coast
2452,,,,,East Coast
2453,,,,,East Coast
2454,,,,,East Coast
2455,,,,Abandoned,East Coast
2456,,,,Abandoned,East Coast
2457,,Power Transmission Cable,,,East Coast
2458,,,,,East Coast
2459,,,,,East Coast
2460,,,,,East Coast
2461,,,,,West Coast
2462,,,,,West Coast
2463,,,,,West Coast
2464,,,,,West Coast
2465,,,,,West Coast
2466,,,,,West Coast
2467,,,,,West Coast
2468,,,,,West Coast
2469,,,,,West Coast
2470,,,,,West Coast
2471,,,,,West Coast
2472,,,,,West Coast
2473,,,,,West Coast
2474,,,,,West Coast
2475,,,,,West Coast
2476,,,,,West Coast
2477,,,,,West Coast
2478,,,,,West Coast
2479,,,,,West Coast
2480,,,,,West Coast
2481,,,,,West Coast
2482,,,,,West Coast
2483,,,,,West Coast
2484,,,,,West Coast
2485,,,,,West Coast
2486,,,,,West Coast
2487,,,,,West Coast
2488,,,,,West Coast
2489,,,,,West Coast
2490,,,,,West Coast
2491,,,,,West Coast
2492,,,,,West Coast
2493,,,,,West Coast
2494,,,,,West Coast
2495,,,,,West Coast
2496,,,,,West Coast
2497,,,,,West Coast
2498,,,,,West Coast
2499,,,,,West Coast
2500,,,,,West Coast
2501,,,,,West Coast
2502,,,,,West Coast
2503,,,,,West Coast
2504,,,,,West Coast
2505,,,,,West Coast
2506,,,,,West Coast
2507,,,,,West Coast
2508,,,,,West Coast
2509,,,,,West Coast
2510,,,,,West Coast
2511,,,,,West Coast
2512,,,,,West Coast
2513,,,,,West Coast
2514,,,,,West Coast
2515,,,,,West Coast
2516,,,,,West Coast
2517,,,,,West Coast
2518,,,,,West Coast
2519,,,,,West Coast
2520,,,,,West Coast
2521,,,,,West Coast
2522,,,,,West Coast
2523,,,,,West Coast
2524,,,,,West Coast
2525,,,,,West Coast
2526,,,,,Great Lakes
2527,,,,,Great Lakes
2528,,,,,Great Lakes
2529,,,,,Great Lakes
2530,,,,,Great Lakes
2531,,,,,Great Lakes
2532,,,,,Great Lakes
2533,,,,,Great Lakes
2534,,,,,Great Lakes
2535,,,,,Great Lakes
2536,,,,,Gulf of America
2537,,,,,Gulf of America
2538,,,,,Gulf of America
2539,,,,,Gulf of America
2540,,,,,Gulf of America
2541,,,,,Gulf of America
2542,,,,,Gulf of America
2543,,,,,Gulf of America
2544,,,,,Gulf of America
2545,,,,,West Coast
2546,,,,,Gulf of America
2547,,,,,Gulf of America
2548,,,,,Gulf of America
2549,,,,,East Coast
2550,,,,,East Coast
2551,,,,,East Coast
2552,,,,,East Coast
2553,,,,,East Coast
2554,,,,,East Coast
2555,,,,,East Coast
2556,,,,,East Coast
2557,,,,,East Coast
2558,,,,,East Coast
2559,,,,,East Coast
2560,,,,,East Coast
2561,,,,,East Coast
2562,,,,,Gulf of America
2563,,,,,Gulf of America
2564,,,,,Gulf of America
2565,,,,,Gulf of America
2566,,,,,East Coast
2567,,,,,Gulf of America
2568,,,,,East Coast
2569,,,,,East Coast
2570,,,,,East Coast
2571,,,,,East Coast
2572,,,,,Gulf of America
2573,,,,,East Coast
2574,,,,,East Coast
2575,,,,,East Coast
2576,,,,,East Coast
2577,,,,,East Coast
2578,,,,,Gulf of America
2579,,,,,Gulf of America
2580,,,,,East Coast
2581,,,,,East Coast
2582,,,,,East Coast
2583,,,,,Gulf of America
2584,,,,,Gulf of America
2585,,,,,Gulf of America
2586,,,,,Gulf of America
2587,,,,,Gulf of America
2588,,,,,East Coast
2589,,,,,East Coast
2590,,,,,East Coast
2591,,,,,East Coast
2592,,,,,East Coast
2593,,,,,East Coast
2594,,,,,West Coast
2595,,,,,West Coast
2596,,,,,Gulf of America
2597,,,,,Gulf of America
2598,,,,,Gulf of America
2599,,,,,Gulf of America
2600,,,,,Gulf of America
2601,,,,,West Coast
2602,,,,,West Coast
2603,,,,,West Coast
2604,,,,,West Coast
2605,,,,,West Coast
2606,,,,,Gulf of America
2607,,,,,Gulf of America
2608,,,,,Gulf of America
2609,,Mackinac Power Cable,American Transmission Company,In Service,Great Lakes
2610,,,,,West Coast
2611,,,,,West Coast
2612,,,,,West Coast
2613,,,,,West Coast
2614,,,,,West Coast
2615,,,,,West Coast
2616,,,,,East Coast
2617,,,,,West Coast
2618,,,,,West Coast
2619,,,,,West Coast
2620,,,,,West Coast
2621,,,,,East Coast
2622,,,,,East Coast
2623,,,,,East Coast
2624,,,,,Gulf of America
2625,,,,,Gulf of America
2626,,,,,Gulf of America
2627,,,,,Gulf of America
2628,,,,,Gulf of America
2629,,,,,Gulf of America
2630,,,,,Gulf of America
2631,,,,,East Coast
2632,,,Tidelands Electric Membership Corp,In Service,East Coast
2633,,,,,West Coast
2634,,,,,Great Lakes
2635,,,,,Gulf of America
2636,,,,,East Coast
2637,,,,,East Coast
2638,,,,,East Coast
2639,,,,,West Coast
2640,,,,,West Coast
2641,,,,,West Coast
2642,,Power Transmission Cable,<Null>,,East Coast
2643,,,,,Pacific Northwest
2644,,,,,Pacific Northwest
2645,,,,,Pacific Northwest
2646,,,,,Pacific Northwest
2647,,,,,Pacific Northwest
2648,,,,,Pacific Northwest
2649,,,,,Pacific Northwest
2650,,,,,Pacific Northwest
2651,,,,,Pacific Northwest
2652,,,,,Pacific Northwest
2653,,,,,Pacific Northwest
2654,,,,,Pacific Northwest
2655,,,,,Pacific Northwest
2656,,,,,Pacific Northwest
2657,,,,,Pacific Northwest
2658,,,,,Pacific Northwest
2659,,,,,Pacific Northwest
2660,,,,,Pacific Northwest
2661,,,,,Pacific Northwest
2662,,,,,Pacific Northwest
2663,,,,Abandoned,Pacific Northwest
2664,,,,Abandoned,Pacific Northwest
2665,,,,Abandoned,Pacific Northwest
2666,,,,,Pacific Northwest
2667,,,,,Pacific Northwest
2668,,,,,Pacific Northwest
2669,,,,,Pacific Northwest
2670,,,,Abandoned,Pacific Northwest
2671,,,,,Pacific Northwest
2672,,,,Abandoned,Pacific Northwest
2673,,,,,Pacific Northwest
2674,,,,Abandoned,Pacific Northwest
2675,,,,,Pacific Northwest
2676,,,,,Pacific Northwest
2677,,Telephone Cable,,,Pacific Northwest
2678,,Telephone Cable,,,Pacific Northwest
2679,,,,Abandoned,Pacific Northwest
2680,,,,,Pacific Northwest
2681,,,,,Pacific Northwest
2682,,,,,Pacific Northwest
2683,,,,,Pacific Northwest
2684,,,,,Pacific Northwest
2685,,,,,Pacific Northwest
2686,,,,,Pacific Northwest
2687,,,,Abandoned,Pacific Northwest
2688,,,,,Pacific Northwest
2689,,,,,Pacific Northwest
2690,,,,,Pacific Northwest
2691,,,,,Pacific Northwest
2692,,,,,Pacific Northwest
2693,,,,,Pacific Northwest
2694,,,,,Pacific Northwest
2695,,,,,Pacific Northwest
2696,,,,,Pacific Northwest
2697,,,,,Pacific Northwest
2698,,,,,Pacific Northwest
2699,,,,,Pacific Northwest
2700,,,,,Pacific Northwest
2701,,,,,West Coast
2702,,,,,West Coast
2703,,,,,West Coast
2704,,,,,West Coast
2705,,,,,West Coast
2706,,,,,East Coast
2707,,,,,East Coast
2708,,,,,East Coast
2709,AmeriCan 1-B,American-Canada 1,Front Range Topco Inc,In Service,West Coast
2710,AmeriCan 1-C,American-Canada 1,Front Range Topco Inc,In Service,West Coast
2711,AmeriCan 1-C,American-Canada 1,Front Range Topco Inc,In Service,West Coast
2712,AmeriCan 1-C,American-Canada 1,Front Range Topco Inc,In Service,West Coast
2713,,,,,West Coast
2714,AmeriCan 1-C,American-Canada 1,Front Range Topco Inc,In Service,West Coast
2715,,,,,West Coast
2716,AmeriCan 1-A,American-Canada 1,Front Range Topco Inc,In Service,West Coast
2717,AmeriCan 1-A,American-Canada 1,Front Range Topco Inc,In Service,West Coast
2718,AmeriCan 1-A,American-Canada 1,Front Range Topco Inc,In Service,West Coast
2719,Oahu Sub Tie,Oahu Sub Tie,,Abandoned,Pacific Islands
2720,,,,,Pacific Northwest
2721,SEAPA,Southeast Alaska Power Agency,Southeast Alaska Power Agency,In Service,Pacific Northwest
2722,3 x 230 kV,Embarcadero-Potrero,Pacific Gas and Electric,In Service,West Coast
2723,FiberWeb,FinerWeb,Petroleum Communications Inc,In Service,Gulf of America
2724,AJC,Australia Japan Cable,AJC Ltd,In Service,Pacific Islands
2725,Guam Philippines,Guam Philippines,AT&T Corp,Out of Service,Pacific Islands
2726,GOKI,Guam Okinawa Kyushu Incheon Cable,AT&T Corp,In Service,Pacific Islands
2727,Echo,Echo Cable System,Edge USA and GU Holdings,In Service,Pacific Islands
2728,Hawaii Guam 2,Hawaii Guam 2,AT&T Corp,Out of Service,Pacific Islands
